b'id',b'key',b'value',b'type'
b'502509364',b'naptan:AtcoCode',b'0610VR060',b'regular'
b'502509364',b'naptan:Bearing',b'N',b'regular'
b'502509364',b'naptan:CommonName',b'Green Lane',b'regular'
b'502509364',b'naptan:Crossing',b'Green Lane',b'regular'
b'502509364',b'naptan:Indicator',b'crn',b'regular'
b'502509364',b'naptan:Landmark',b'First Impressions Salon',b'regular'
b'502509364',b'naptan:NaptanCode',b'chwamag',b'regular'
b'502509364',b'naptan:ShortCommonName',b'Green Lane',b'regular'
b'502509364',b'naptan:Street',b'London Road',b'regular'
b'502509364',b'verified',b'no',b'naptan'
b'502509364',b'shelter',b'yes',b'regular'
b'502509364',b'source',b'naptan_import',b'regular'
b'502509367',b'highway',b'bus_stop',b'regular'
b'502509367',b'name',"b""Bull's Head""",b'regular'
b'502509367',b'naptan:AtcoCode',b'0610VR061',b'regular'
b'502509367',b'naptan:Bearing',b'S',b'regular'
b'502509367',b'naptan:CommonName',"b""Bull's Head""",b'regular'
b'502509367',b'naptan:Crossing',b'Church Street',b'regular'
b'502509367',b'naptan:Indicator',b'o/s',b'regular'
b'502509367',b'naptan:Landmark',"b""Bull's Head""",b'regular'
b'502509367',b'naptan:NaptanCode',b'chwamaj',b'regular'
b'502509367',b'naptan:ShortCommonName',"b""Bull's Head""",b'regular'
b'502509367',b'naptan:Street',b'London Road',b'regular'
b'502509367',b'verified',b'no',b'naptan'
b'502509367',b'source',b'naptan_import',b'regular'
b'502509368',b'highway',b'bus_stop',b'regular'
b'502509368',b'name',b'Fountain Lane',b'regular'
b'502509368',b'naptan:AtcoCode',b'0610VR062',b'regular'
b'502509368',b'naptan:Bearing',b'S',b'regular'
b'502509368',b'naptan:CommonName',b'Fountain Lane',b'regular'
b'502509368',b'naptan:Crossing',b'Fountain Lane',b'regular'
b'502509368',b'naptan:Indicator',b'opp',b'regular'
b'502509368',b'naptan:Landmark',b'The Rookery',b'regular'
b'502509368',b'naptan:NaptanCode',b'chwgpgt',b'regular'
b'502509368',b'naptan:ShortCommonName',b'Fountain Lane',b'regular'
b'502509368',b'naptan:Street',b'London Road',b'regular'
b'502509368',b'verified',b'no',b'naptan'
b'502509368',b'shelter',b'no',b'regular'
b'502509368',b'source',b'naptan_import',b'regular'
b'502509369',b'highway',b'bus_stop',b'regular'
b'502509369',b'name',b'Fountain Lane',b'regular'
b'502509369',b'naptan:AtcoCode',b'0610VR063',b'regular'
b'502509369',b'naptan:Bearing',b'N',b'regular'
b'502509369',b'naptan:CommonName',b'Fountain Lane',b'regular'
b'502509369',b'naptan:Crossing',b'Fountain Lane',b'regular'
b'502509369',b'naptan:Indicator',b'crn',b'regular'
b'502509369',b'naptan:Landmark',b'House number 542',b'regular'
b'502509369',b'naptan:NaptanCode',b'chwgpgw',b'regular'
b'502509369',b'naptan:ShortCommonName',b'Fountain Lane',b'regular'
b'502509369',b'naptan:Street',b'London Road',b'regular'
b'502509369',b'verified',b'no',b'naptan'
b'502509369',b'shelter',b'no',b'regular'
b'502509369',b'source',b'naptan_import',b'regular'
b'502509370',b'highway',b'bus_stop',b'regular'
b'502509370',b'name',b'Jack Lane',b'regular'
b'502509370',b'naptan:AtcoCode',b'0610VR064',b'regular'
b'502509370',b'naptan:Bearing',b'NW',b'regular'
b'502509370',b'naptan:CommonName',b'Jack Lane',b'regular'
b'502509370',b'naptan:Crossing',b'Jack Lane',b'regular'
b'502509370',b'naptan:Indicator',b'crn',b'regular'
b'502509370',b'naptan:Landmark',b'Jack Lane',b'regular'
b'502509370',b'naptan:NaptanCode',b'chwgpja',b'regular'
b'502509370',b'naptan:ShortCommonName',b'Jack Lane',b'regular'
b'502509370',b'naptan:Street',b'London Road',b'regular'
b'502509370',b'shelter',b'yes',b'regular'
b'502509370',b'source',b'naptan_import',b'regular'
b'502509372',b'highway',b'bus_stop',b'regular'
b'502509372',b'name',b'Heyscroft House',b'regular'
b'502509372',b'naptan:AtcoCode',b'0610VR066',b'regular'
b'502509372',b'naptan:Bearing',b'NW',b'regular'
b'502509372',b'naptan:CommonName',b'Heyscroft House',b'regular'
b'502509372',b'naptan:Indicator',b'o/s',b'regular'
b'502509372',b'naptan:Landmark',b'Heyscroft House',b'regular'
b'502509372',b'naptan:NaptanCode',b'chwgpjd',b'regular'
b'502509372',b'naptan:ShortCommonName',b'Heyscroft House',b'regular'
b'502509372',b'naptan:Street',b'Bostock Road',b'regular'
b'502509372',b'verified',b'no',b'naptan'
b'502509372',b'source',b'naptan_import',b'regular'
b'502509373',b'highway',b'bus_stop',b'regular'
b'502509373',b'name',b'Bostock Hall Gates',b'regular'
b'502509373',b'naptan:AtcoCode',b'0610VR070',b'regular'
b'502509373',b'naptan:Bearing',b'N',b'regular'
b'502509373',b'naptan:BusStopType',b'CUS',b'regular'
b'502509373',b'naptan:CommonName',b'Bostock Hall Gates',b'regular'
b'502509373',b'naptan:Indicator',b'opp',b'regular'
b'502509373',b'naptan:Landmark',b'Middle Lodge',b'regular'
b'502509373',b'naptan:NaptanCode',b'chwamam',b'regular'
b'502509373',b'naptan:ShortCommonName',b'Bostock Hall Gates',b'regular'
b'502509373',b'naptan:Street',b'London Road',b'regular'
b'502509373',b'verified',b'no',b'naptan'
b'502509373',b'source',b'naptan_import',b'regular'
b'502509374',b'highway',b'bus_stop',b'regular'
b'502509374',b'name',b'Brick Kiln Lane',b'regular'
b'502509374',b'naptan:AtcoCode',b'0610VR072',b'regular'
b'502509374',b'naptan:Bearing',b'SE',b'regular'
b'502509374',b'naptan:BusStopType',b'CUS',b'regular'
b'502509374',b'naptan:CommonName',b'Brick Kiln Lane',b'regular'
b'502509374',b'naptan:Crossing',b'Brick Kiln Lane',b'regular'
b'502509374',b'naptan:Indicator',b'opp',b'regular'
b'502509374',b'naptan:Landmark',b'Bostock Black Smiths',b'regular'
b'502509374',b'naptan:NaptanCode',b'chwgpjm',b'regular'
b'502509374',b'naptan:ShortCommonName',b'Brick Kiln Lane',b'regular'
b'502509374',b'naptan:Street',b'London Road',b'regular'
b'502509374',b'verified',b'no',b'naptan'
b'502509374',b'source',b'naptan_import',b'regular'
b'502509375',b'highway',b'bus_stop',b'regular'
b'502509375',b'local_ref',b'NE',b'regular'
b'502509375',b'name',b'Beehive Corner',b'regular'
b'502509375',b'naptan:AtcoCode',b'0610VR073',b'regular'
b'502509375',b'naptan:Bearing',b'NE',b'regular'
b'502509375',b'naptan:CommonName',b'Beehive Corner',b'regular'
b'502509375',b'naptan:Crossing',b'Main Road',b'regular'
b'502509375',b'naptan:Indicator',b'NE',b'regular'
b'502509375',b'naptan:Landmark',b'House number 66',b'regular'
b'502509375',b'naptan:NaptanCode',b'chwamap',b'regular'
b'502509375',b'naptan:ShortCommonName',b'Beehive Corner',b'regular'
b'502509375',b'naptan:Street',b'Jack Lane',b'regular'
b'502509375',b'verified',b'no',b'naptan'
b'502509375',b'shelter',b'yes',b'regular'
b'502509375',b'source',b'naptan_import',b'regular'
b'502509378',b'highway',b'bus_stop',b'regular'
b'502509378',b'name',b'Beehive Corner',b'regular'
b'502509378',b'naptan:AtcoCode',b'0610VR074',b'regular'
b'502509378',b'naptan:Bearing',b'W',b'regular'
b'502509378',b'naptan:CommonName',b'Beehive Corner',b'regular'
b'502509378',b'naptan:Crossing',b'Summerfield Drive',b'regular'
b'502509378',b'naptan:Indicator',b'W-bound',b'regular'
b'502509378',b'naptan:Landmark',b'House number 1B',b'regular'
b'502509378',b'naptan:NaptanCode',b'chwamat',b'regular'
b'502509378',b'naptan:ShortCommonName',b'Beehive Corner',b'regular'
b'502509378',b'naptan:Street',b'Main Road',b'regular'
b'502509378',b'verified',b'no',b'naptan'
b'502509378',b'source',b'naptan_import',b'regular'
b'502509380',b'highway',b'bus_stop',b'regular'
b'502509380',b'name',b'Regent Street',b'regular'
b'502509380',b'naptan:AtcoCode',b'0610VR075',b'regular'
b'502509380',b'naptan:Bearing',b'W',b'regular'
b'502509380',b'naptan:CommonName',b'Regent Street',b'regular'
b'502509380',b'naptan:Crossing',b'Regent Street',b'regular'
b'502509380',b'naptan:Indicator',b'crn',b'regular'
b'502509380',b'naptan:Landmark',b'Post Office',b'regular'
b'502509380',b'naptan:NaptanCode',b'chwgpjp',b'regular'
b'502509380',b'naptan:ShortCommonName',b'Regent Street',b'regular'
b'502509380',b'naptan:Street',b'Main Road',b'regular'
b'502509380',b'verified',b'no',b'naptan'
b'502509380',b'source',b'naptan_import',b'regular'
b'502509382',b'highway',b'bus_stop',b'regular'
b'502509382',b'name',b'Village Hall',b'regular'
b'502509382',b'naptan:AtcoCode',b'0610VR076',b'regular'
b'502509382',b'naptan:Bearing',b'SE',b'regular'
b'502509382',b'naptan:CommonName',b'Village Hall',b'regular'
b'502509382',b'naptan:Crossing',b'Lawrence Avenue',b'regular'
b'502509382',b'naptan:Indicator',b'o/s',b'regular'
b'502509382',b'naptan:Landmark',b'House number 11',b'regular'
b'502509382',b'naptan:NaptanCode',b'chwamaw',b'regular'
b'502509382',b'naptan:ShortCommonName',b'Village Hall',b'regular'
b'502509382',b'naptan:Street',b'Whitlow Lane',b'regular'
b'502509382',b'verified',b'no',b'naptan'
b'502509382',b'source',b'naptan_import',b'regular'
b'502509383',b'highway',b'bus_stop',b'regular'
b'502509383',b'local_ref',b'NR',b'regular'
b'502509383',b'name',b'Meadow Lane',b'regular'
b'502509383',b'naptan:AtcoCode',b'0610VR077',b'regular'
b'502509383',b'naptan:Bearing',b'SE',b'regular'
b'502509383',b'naptan:CommonName',b'Meadow Lane',b'regular'
b'502509383',b'naptan:Crossing',b'Meadow Lane',b'regular'
b'502509383',b'naptan:Indicator',b'nr',b'regular'
b'502509383',b'naptan:Landmark',b'House number 1',b'regular'
b'502509383',b'naptan:NaptanCode',b'chwgpjt',b'regular'
b'502509383',b'naptan:ShortCommonName',b'Meadow Lane',b'regular'
b'502509383',b'naptan:Street',b'Whitlow Lane',b'regular'
b'502509383',b'source',b'naptan_import',b'regular'
b'502509384',b'highway',b'bus_stop',b'regular'
b'502509384',b'name',b'Verdin Close',b'regular'
b'502509384',b'naptan:AtcoCode',b'0610VR078',b'regular'
b'502509384',b'naptan:Bearing',b'NE',b'regular'
b'502509384',b'naptan:CommonName',b'Verdin Close',b'regular'
b'502509384',b'naptan:Crossing',b'Verdin Close',b'regular'
b'502509384',b'naptan:Indicator',b'crn',b'regular'
b'502509384',b'naptan:Landmark',b'House number 12',b'regular'
b'502509384',b'naptan:NaptanCode',b'chwgpjw',b'regular'
b'502509384',b'naptan:ShortCommonName',b'Verdin Close',b'regular'
b'502509384',b'naptan:Street',b'Niddries Lane',b'regular'
b'502509384',b'source',b'naptan_import',b'regular'
b'502509386',b'highway',b'bus_stop',b'regular'
b'502509386',b'local_ref',b'SE',b'regular'
b'502509386',b'name',b'Beehive Corner',b'regular'
b'502509386',b'naptan:AtcoCode',b'0610VR079',b'regular'
b'502509386',b'naptan:Bearing',b'SE',b'regular'
b'502509386',b'naptan:CommonName',b'Beehive Corner',b'regular'
b'502509386',b'naptan:Crossing',b'Niddries Lane',b'regular'
b'502509386',b'naptan:Indicator',b'SE',b'regular'
b'502509386',b'naptan:Landmark',b'The Gables',b'regular'
b'502509386',b'naptan:NaptanCode',b'chwamda',b'regular'
b'502509386',b'naptan:ShortCommonName',b'Beehive Corner',b'regular'
b'502509386',b'naptan:Street',b'Jack Lane',b'regular'
b'502509386',b'verified',b'no',b'naptan'
b'502509386',b'shelter',b'yes',b'regular'
b'502509386',b'source',b'naptan_import',b'regular'
b'502509387',b'highway',b'bus_stop',b'regular'
b'502509387',b'name',b'Industrial Estate Roundabout',b'regular'
b'502509387',b'naptan:AtcoCode',b'0610VR080',b'regular'
b'502509387',b'naptan:Bearing',b'N',b'regular'
b'502509387',b'naptan:CommonName',b'Industrial Estate Roundabout',b'regular'
b'502509387',b'naptan:Crossing',b'Bostock Road',b'regular'
b'502509387',b'naptan:Indicator',b'N-bound',b'regular'
b'502509387',b'naptan:Landmark',b'A533 Island',b'regular'
b'502509387',b'naptan:NaptanCode',b'chwgpma',b'regular'
b'502509387',b'naptan:ShortCommonName',"b""In'trial Est R'bout""",b'regular'
b'502509387',b'naptan:Street',b'Bostock Road',b'regular'
b'502509387',b'verified',b'no',b'naptan'
b'502509387',b'shelter',b'yes',b'regular'
b'502509387',b'source',b'naptan_import',b'regular'
b'502509389',b'highway',b'bus_stop',b'regular'
b'502509389',b'name',b'Industrial Estate Roundabout',b'regular'
b'502509389',b'naptan:AtcoCode',b'0610VR081',b'regular'
b'502509389',b'naptan:Bearing',b'S',b'regular'
b'502509389',b'naptan:CommonName',b'Industrial Estate Roundabout',b'regular'
b'502509389',b'naptan:Crossing',b'Bostock Road',b'regular'
b'502509389',b'naptan:Indicator',b'S-bound',b'regular'
b'502509389',b'naptan:Landmark',b'A533 Island',b'regular'
b'502509389',b'naptan:NaptanCode',b'chwgpmd',b'regular'
b'502509389',b'naptan:ShortCommonName',"b""In'trial Est R'bout""",b'regular'
b'502509389',b'naptan:Street',b'Bostock Road',b'regular'
b'502509389',b'verified',b'no',b'naptan'
b'502509389',b'source',b'naptan_import',b'regular'
b'502509392',b'highway',b'bus_stop',b'regular'
b'502509392',b'local_ref',b'F',b'regular'
b'502509392',b'name',b'Premier Park',b'regular'
b'502509392',b'naptan:AtcoCode',b'0610VR082',b'regular'
b'502509392',b'naptan:Bearing',b'S',b'regular'
b'502509392',b'naptan:CommonName',b'Premier Park',b'regular'
b'502509392',b'naptan:Indicator',b'Stop F',b'regular'
b'502509392',b'naptan:Landmark',b'Premier Park',b'regular'
b'502509392',b'naptan:NaptanCode',b'chwgpmg',b'regular'
b'502509392',b'naptan:ShortCommonName',b'Premier Park',b'regular'
b'502509392',b'naptan:Street',b'Road One',b'regular'
b'502509392',b'shelter',b'yes',b'regular'
b'502509392',b'source',b'naptan_import',b'regular'
b'502509395',b'highway',b'bus_stop',b'regular'
b'502509395',b'local_ref',b'K',b'regular'
b'502509395',b'name',b'DJM Logistics',b'regular'
b'502509395',b'naptan:AtcoCode',b'0610VR083',b'regular'
b'502509395',b'naptan:Bearing',b'SE',b'regular'
b'502509395',b'naptan:CommonName',b'DJM Logistics',b'regular'
b'502509395',b'naptan:Indicator',b'Stop K',b'regular'
b'502509395',b'naptan:Landmark',b'DJM logistics',b'regular'
b'502509395',b'naptan:NaptanCode',b'chwamdg',b'regular'
b'502509395',b'naptan:ShortCommonName',b'DJM Logistics',b'regular'
b'502509395',b'naptan:Street',b'Road One',b'regular'
b'502509395',b'verified',b'no',b'naptan'
b'502509395',b'source',b'naptan_import',b'regular'
b'502509397',b'highway',b'bus_stop',b'regular'
b'502509397',b'local_ref',b'R',b'regular'
b'502509397',b'name',b'Wincanton Logistics',b'regular'
b'502509397',b'naptan:AtcoCode',b'0610VR085',b'regular'
b'502509397',b'naptan:Bearing',b'SE',b'regular'
b'502509397',b'naptan:CommonName',b'Wincanton Logistics',b'regular'
b'502509397',b'naptan:Indicator',b'Stop R',b'regular'
b'502509397',b'naptan:Landmark',b'Wincanton Logistics',b'regular'
b'502509397',b'naptan:NaptanCode',b'chwgpmp',b'regular'
b'502509397',b'naptan:ShortCommonName',b'Wincanton Logistics',b'regular'
b'502509397',b'naptan:Street',b'Road One',b'regular'
b'502509397',b'verified',b'no',b'naptan'
b'502509397',b'source',b'naptan_import',b'regular'
b'502509398',b'highway',b'bus_stop',b'regular'
b'502509398',b'local_ref',b'Q',b'regular'
b'502509398',b'name',b'Mitras Automotive',b'regular'
b'502509398',b'naptan:AtcoCode',b'0610VR086',b'regular'
b'502509398',b'naptan:Bearing',b'N',b'regular'
b'502509398',b'naptan:CommonName',b'Mitras Automotive',b'regular'
b'502509398',b'naptan:Indicator',b'Stop Q',b'regular'
b'502509398',b'naptan:Landmark',b'Mitras Automotive',b'regular'
b'502509398',b'naptan:NaptanCode',b'chwamdj',b'regular'
b'502509398',b'naptan:ShortCommonName',b'Mitras Automotive',b'regular'
b'502509398',b'naptan:Street',b'Road One',b'regular'
b'502509398',b'verified',b'no',b'naptan'
b'502509398',b'shelter',b'yes',b'regular'
b'502509398',b'source',b'naptan_import',b'regular'
b'502509400',b'highway',b'bus_stop',b'regular'
b'502509400',b'local_ref',b'J',b'regular'
b'502509400',b'name',b'Pineapple Park',b'regular'
b'502509400',b'naptan:AtcoCode',b'0610VR087',b'regular'
b'502509400',b'naptan:Bearing',b'NW',b'regular'
b'502509400',b'naptan:CommonName',b'Pineapple Park',b'regular'
b'502509400',b'naptan:Crossing',b'Road Four',b'regular'
b'502509400',b'naptan:Indicator',b'Stop J',b'regular'
b'502509400',b'naptan:Landmark',b'Pineapple Park',b'regular'
b'502509400',b'naptan:NaptanCode',b'chwamdm',b'regular'
b'502509400',b'naptan:ShortCommonName',b'Pineapple Park',b'regular'
b'502509400',b'naptan:Street',b'Road One',b'regular'
b'502509400',b'verified',b'no',b'naptan'
b'502509400',b'shelter',b'yes',b'regular'
b'502509400',b'source',b'naptan_import',b'regular'
b'502509401',b'highway',b'bus_stop',b'regular'
b'502509401',b'name',b'Wharton Bridge',b'regular'
b'502509401',b'naptan:AtcoCode',b'0610VR088',b'regular'
b'502509401',b'naptan:Bearing',b'NE',b'regular'
b'502509401',b'naptan:CommonName',b'Grampian Foods',b'regular'
b'502509401',b'naptan:Crossing',b'Smokehall Lane',b'regular'
b'502509401',b'naptan:Indicator',b'opp',b'regular'
b'502509401',b'naptan:Landmark',b'Grampian Foods',b'regular'
b'502509401',b'naptan:NaptanCode',b'chwgpmt',b'regular'
b'502509401',b'naptan:ShortCommonName',b'Grampian Foods',b'regular'
b'502509401',b'naptan:Street',b'Bostock Road',b'regular'
b'502509401',b'verified',b'no',b'naptan'
b'502509401',b'source',b'naptan_import',b'regular'
b'502509404',b'highway',b'bus_stop',b'regular'
b'502509404',b'name',b'Wharton Bridge',b'regular'
b'502509404',b'naptan:AtcoCode',b'0610VR089',b'regular'
b'502509404',b'naptan:Bearing',b'SW',b'regular'
b'502509404',b'naptan:CommonName',b'Grampian Foods',b'regular'
b'502509404',b'naptan:Crossing',b'Smokehall Lane',b'regular'
b'502509404',b'naptan:Indicator',b'o/s',b'regular'
b'502509404',b'naptan:Landmark',b'Grampian Foods',b'regular'
b'502509404',b'naptan:NaptanCode',b'chwgpmw',b'regular'
b'502509404',b'naptan:ShortCommonName',b'Grampian Foods',b'regular'
b'502509404',b'naptan:Street',b'Bostock Road',b'regular'
b'502509404',b'verified',b'no',b'naptan'
b'502509404',b'source',b'naptan_import',b'regular'
b'502509406',b'highway',b'bus_stop',b'regular'
b'502509406',b'name',b'Wharton Gardens',b'regular'
b'502509406',b'naptan:AtcoCode',b'0610VR090',b'regular'
b'502509406',b'naptan:Bearing',b'N',b'regular'
b'502509406',b'naptan:CommonName',b'Wharton Gardens',b'regular'
b'502509406',b'naptan:Crossing',b'Wharton Gardens',b'regular'
b'502509406',b'naptan:Indicator',b'opp',b'regular'
b'502509406',b'naptan:Landmark',b'House number 1',b'regular'
b'502509406',b'naptan:NaptanCode',b'chwgpta',b'regular'
b'502509406',b'naptan:ShortCommonName',b'Wharton Gardens',b'regular'
b'502509406',b'naptan:Street',b'Wharton Road',b'regular'
b'502509406',b'verified',b'no',b'naptan'
b'502509406',b'source',b'naptan_import',b'regular'
b'502509408',b'highway',b'bus_stop',b'regular'
b'502509408',b'name',b'Christ Church',b'regular'
b'502509408',b'naptan:AtcoCode',b'0610VR091',b'regular'
b'502509408',b'naptan:Bearing',b'NW',b'regular'
b'502509408',b'naptan:CommonName',b'Christ Church',b'regular'
b'502509408',b'naptan:Crossing',b'Bradbury Road',b'regular'
b'502509408',b'naptan:Indicator',b'o/s',b'regular'
b'502509408',b'naptan:Landmark',b'Christ Church',b'regular'
b'502509408',b'naptan:NaptanCode',b'chwgptd',b'regular'
b'502509408',b'naptan:ShortCommonName',b'Christ Church',b'regular'
b'502509408',b'naptan:Street',b'Crook Lane',b'regular'
b'502509408',b'verified',b'no',b'naptan'
b'502509408',b'source',b'naptan_import',b'regular'
b'502509411',b'highway',b'bus_stop',b'regular'
b'502509411',b'name',b'Christ Church',b'regular'
b'502509411',b'naptan:AtcoCode',b'0610VR092',b'regular'
b'502509411',b'naptan:Bearing',b'SE',b'regular'
b'502509411',b'naptan:CommonName',b'Christ Church',b'regular'
b'502509411',b'naptan:Crossing',b'School Road',b'regular'
b'502509411',b'naptan:Indicator',b'opp',b'regular'
b'502509411',b'naptan:Landmark',b'Christ Church',b'regular'
b'502509411',b'naptan:NaptanCode',b'chwgptg',b'regular'
b'502509411',b'naptan:ShortCommonName',b'Christ Church',b'regular'
b'502509411',b'naptan:Street',b'Crook Lane',b'regular'
b'502509411',b'verified',b'no',b'naptan'
b'502509411',b'source',b'naptan_import',b'regular'
b'502509412',b'highway',b'bus_stop',b'regular'
b'502509412',b'name',b'Nun House Drive',b'regular'
b'502509412',b'naptan:AtcoCode',b'0610VR093',b'regular'
b'502509412',b'naptan:Bearing',b'W',b'regular'
b'502509412',b'naptan:CommonName',b'Nun House Drive',b'regular'
b'502509412',b'naptan:Crossing',b'Nun House Drive',b'regular'
b'502509412',b'naptan:Indicator',b'opp',b'regular'
b'502509412',b'naptan:Landmark',b'Winsford Motors',b'regular'
b'502509412',b'naptan:NaptanCode',b'chwgptj',b'regular'
b'502509412',b'naptan:ShortCommonName',b'Nun House Drive',b'regular'
b'502509412',b'naptan:Street',b'Station Road',b'regular'
b'502509412',b'verified',b'no',b'naptan'
b'502509412',b'source',b'naptan_import',b'regular'
b'502509415',b'highway',b'bus_stop',b'regular'
b'502509415',b'local_ref',b'NR',b'regular'
b'502509415',b'name',b'Nun House Drive',b'regular'
b'502509415',b'naptan:AtcoCode',b'0610VR094',b'regular'
b'502509415',b'naptan:Bearing',b'E',b'regular'
b'502509415',b'naptan:CommonName',b'Nun House Drive',b'regular'
b'502509415',b'naptan:Crossing',b'Nun House Drive',b'regular'
b'502509415',b'naptan:Indicator',b'nr',b'regular'
b'502509415',b'naptan:Landmark',b'House number 411',b'regular'
b'502509415',b'naptan:NaptanCode',b'chwgptm',b'regular'
b'502509415',b'naptan:ShortCommonName',b'Nun House Drive',b'regular'
b'502509415',b'naptan:Street',b'Station Road',b'regular'
b'502509415',b'verified',b'no',b'naptan'
b'502509415',b'source',b'naptan_import',b'regular'
b'502509422',b'highway',b'bus_stop',b'regular'
b'502509422',b'name',b'Swanlow Lane',b'regular'
b'502509422',b'naptan:AtcoCode',b'0610VR095',b'regular'
b'502509422',b'naptan:Bearing',b'NE',b'regular'
b'502509422',b'naptan:CommonName',b'Swanlow Lane',b'regular'
b'502509422',b'naptan:Crossing',b'Swanlow Lane',b'regular'
b'502509422',b'naptan:Indicator',b'crn',b'regular'
b'502509422',b'naptan:Landmark',b'The Outlook',b'regular'
b'502509422',b'naptan:NaptanCode',b'chwgptp',b'regular'
b'502509422',b'naptan:ShortCommonName',b'Swanlow Lane',b'regular'
b'502509422',b'naptan:Street',b'Darnhall School Lane',b'regular'
b'502509422',b'verified',b'no',b'naptan'
b'502509422',b'source',b'naptan_import',b'regular'
b'502509424',b'highway',b'bus_stop',b'regular'
b'502509424',b'name',b'Austin Close',b'regular'
b'502509424',b'naptan:AtcoCode',b'0610VR096',b'regular'
b'502509424',b'naptan:Bearing',b'NE',b'regular'
b'502509424',b'naptan:CommonName',b'Austin Close',b'regular'
b'502509424',b'naptan:Crossing',b'Austin Close',b'regular'
b'502509424',b'naptan:Indicator',b'crn',b'regular'
b'502509424',b'naptan:Landmark',b'House number 24',b'regular'
b'502509424',b'naptan:NaptanCode',b'chwamdp',b'regular'
b'502509424',b'naptan:ShortCommonName',b'Austin Close',b'regular'
b'502509424',b'naptan:Street',b'Darnhall School Lane',b'regular'
b'502509424',b'verified',b'no',b'naptan'
b'502509424',b'source',b'naptan_import',b'regular'
b'502509426',b'highway',b'bus_stop',b'regular'
b'502509426',b'name',b'Austin Close',b'regular'
b'502509426',b'naptan:AtcoCode',b'0610VR097',b'regular'
b'502509426',b'naptan:Bearing',b'SW',b'regular'
b'502509426',b'naptan:CommonName',b'Austin Close',b'regular'
b'502509426',b'naptan:Crossing',b'Austin Close',b'regular'
b'502509426',b'naptan:Indicator',b'opp',b'regular'
b'502509426',b'naptan:Landmark',b'House number 20',b'regular'
b'502509426',b'naptan:NaptanCode',b'chwamdt',b'regular'
b'502509426',b'naptan:ShortCommonName',b'Austin Close',b'regular'
b'502509426',b'naptan:Street',b'Darnhall School Lane',b'regular'
b'502509426',b'verified',b'no',b'naptan'
b'502509426',b'source',b'naptan_import',b'regular'
b'502509429',b'highway',b'bus_stop',b'regular'
b'502509429',b'name',b'Manor Farm',b'regular'
b'502509429',b'naptan:AtcoCode',b'0610VR098',b'regular'
b'502509429',b'naptan:Bearing',b'S',b'regular'
b'502509429',b'naptan:CommonName',b'Manor Farm',b'regular'
b'502509429',b'naptan:Indicator',b'opp',b'regular'
b'502509429',b'naptan:Landmark',b'Manor Farm',b'regular'
b'502509429',b'naptan:NaptanCode',b'chwgptw',b'regular'
b'502509429',b'naptan:ShortCommonName',b'Manor Farm',b'regular'
b'502509429',b'naptan:Street',b'Swanlow Lane',b'regular'
b'502509429',b'verified',b'no',b'naptan'
b'502509429',b'source',b'naptan_import',b'regular'
b'502509435',b'highway',b'bus_stop',b'regular'
b'502509435',b'name',b'Manor Farm',b'regular'
b'502509435',b'naptan:AtcoCode',b'0610VR099',b'regular'
b'502509435',b'naptan:Bearing',b'N',b'regular'
b'502509435',b'naptan:CommonName',b'Manor Farm',b'regular'
b'502509435',b'naptan:Indicator',b'o/s',b'regular'
b'502509435',b'naptan:Landmark',b'Manor Farm',b'regular'
b'502509435',b'naptan:NaptanCode',b'chwgpwa',b'regular'
b'502509435',b'naptan:ShortCommonName',b'Manor Farm',b'regular'
b'502509435',b'naptan:Street',b'Swanlow Lane',b'regular'
b'502509435',b'verified',b'no',b'naptan'
b'502509435',b'source',b'naptan_import',b'regular'
b'502509440',b'highway',b'bus_stop',b'regular'
b'502509440',b'local_ref',b'NR',b'regular'
b'502509440',b'name',b'Moors Lane',b'regular'
b'502509440',b'naptan:AtcoCode',b'0610VR100',b'regular'
b'502509440',b'naptan:Bearing',b'N',b'regular'
b'502509440',b'naptan:CommonName',b'Moors Lane',b'regular'
b'502509440',b'naptan:Crossing',b'Moors Lane',b'regular'
b'502509440',b'naptan:Indicator',b'nr',b'regular'
b'502509440',b'naptan:Landmark',b'House number 430',b'regular'
b'502509440',b'naptan:NaptanCode',b'chwgpwd',b'regular'
b'502509440',b'naptan:ShortCommonName',b'Moors Lane',b'regular'
b'502509440',b'naptan:Street',b'Swanlow Lane',b'regular'
b'502509440',b'verified',b'no',b'naptan'
b'502509440',b'source',b'naptan_import',b'regular'
b'502509444',b'highway',b'bus_stop',b'regular'
b'502509444',b'name',b'Beeston Street',b'regular'
b'502509444',b'naptan:AtcoCode',b'0610VR1001',b'regular'
b'502509444',b'naptan:Bearing',b'SW',b'regular'
b'502509444',b'naptan:CommonName',b'Beeston Street',b'regular'
b'502509444',b'naptan:Crossing',b'Beeston Street',b'regular'
b'502509444',b'naptan:Indicator',b'crn',b'regular'
b'502509444',b'naptan:Landmark',b'Beeston Street',b'regular'
b'502509444',b'naptan:NaptanCode',b'chwagpt',b'regular'
b'502509444',b'naptan:ShortCommonName',b'Beeston Street',b'regular'
b'502509444',b'naptan:Street',b'Chester Road',b'regular'
b'502509444',b'verified',b'no',b'naptan'
b'502509444',b'source',b'naptan_import',b'regular'
b'502509446',b'highway',b'bus_stop',b'regular'
b'502509446',b'name',b'Castle Court',b'regular'
b'502509446',b'naptan:AtcoCode',b'0610VR1002',b'regular'
